Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Data File	Raw Data File
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	polar fraction	labelling	Ellipsis	labelled extract_18-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_18-10	Ellipsis	raw spectral data file_18-12	raw spectral data file_18-12
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-56	Ellipsis	raw spectral data file_19-58	raw spectral data file_19-58
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-42	Ellipsis	raw spectral data file_19-44	raw spectral data file_19-44
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-13	Ellipsis	raw spectral data file_19-15	raw spectral data file_19-15
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-18	Ellipsis	raw spectral data file_19-20	raw spectral data file_19-20
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-36	Ellipsis	raw spectral data file_19-38	raw spectral data file_19-38
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-47	Ellipsis	raw spectral data file_19-49	raw spectral data file_19-49
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-21	Ellipsis	raw spectral data file_19-23	raw spectral data file_19-23
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-4	Ellipsis	raw spectral data file_19-6	raw spectral data file_19-6
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-53	Ellipsis	raw spectral data file_19-55	raw spectral data file_19-55
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-24	Ellipsis	raw spectral data file_19-26	raw spectral data file_19-26
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-50	Ellipsis	raw spectral data file_19-52	raw spectral data file_19-52
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-33	Ellipsis	raw spectral data file_19-35	raw spectral data file_19-35
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-30	lipids	labelling	Ellipsis	labelled extract_19-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-39	Ellipsis	raw spectral data file_19-41	raw spectral data file_19-41
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-10	Ellipsis	raw spectral data file_19-12	raw spectral data file_19-12
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_19-7	Ellipsis	raw spectral data file_19-9	raw spectral data file_19-9
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_19-1	polar fraction	labelling	Ellipsis	labelled extract_19-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_19-27	Ellipsis	raw spectral data file_19-29	raw spectral data file_19-29
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-33	Ellipsis	raw spectral data file_20-35	raw spectral data file_20-35
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-56	Ellipsis	raw spectral data file_20-58	raw spectral data file_20-58
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-21	Ellipsis	raw spectral data file_20-23	raw spectral data file_20-23
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-7	Ellipsis	raw spectral data file_20-9	raw spectral data file_20-9
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-42	Ellipsis	raw spectral data file_20-44	raw spectral data file_20-44
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-10	Ellipsis	raw spectral data file_20-12	raw spectral data file_20-12
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-27	Ellipsis	raw spectral data file_20-29	raw spectral data file_20-29
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-18	Ellipsis	raw spectral data file_20-20	raw spectral data file_20-20
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-4	Ellipsis	raw spectral data file_20-6	raw spectral data file_20-6
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-24	Ellipsis	raw spectral data file_20-26	raw spectral data file_20-26
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-53	Ellipsis	raw spectral data file_20-55	raw spectral data file_20-55
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-1	polar fraction	labelling	Ellipsis	labelled extract_20-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-13	Ellipsis	raw spectral data file_20-15	raw spectral data file_20-15
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-36	Ellipsis	raw spectral data file_20-38	raw spectral data file_20-38
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-47	Ellipsis	raw spectral data file_20-49	raw spectral data file_20-49
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_20-39	Ellipsis	raw spectral data file_20-41	raw spectral data file_20-41
GRP-treatment.SBJ-008.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_20-30	lipids	labelling	Ellipsis	labelled extract_20-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_20-50	Ellipsis	raw spectral data file_20-52	raw spectral data file_20-52
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-7	Ellipsis	raw spectral data file_0-9	raw spectral data file_0-9
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-42	Ellipsis	raw spectral data file_0-44	raw spectral data file_0-44
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-47	Ellipsis	raw spectral data file_0-49	raw spectral data file_0-49
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-18	Ellipsis	raw spectral data file_0-20	raw spectral data file_0-20
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-10	Ellipsis	raw spectral data file_0-12	raw spectral data file_0-12
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-39	Ellipsis	raw spectral data file_0-41	raw spectral data file_0-41
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-21	Ellipsis	raw spectral data file_0-23	raw spectral data file_0-23
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-36	Ellipsis	raw spectral data file_0-38	raw spectral data file_0-38
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-56	Ellipsis	raw spectral data file_0-58	raw spectral data file_0-58
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-24	Ellipsis	raw spectral data file_0-26	raw spectral data file_0-26
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-53	Ellipsis	raw spectral data file_0-55	raw spectral data file_0-55
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-13	Ellipsis	raw spectral data file_0-15	raw spectral data file_0-15
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-4	Ellipsis	raw spectral data file_0-6	raw spectral data file_0-6
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-50	Ellipsis	raw spectral data file_0-52	raw spectral data file_0-52
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	polar fraction	labelling	Ellipsis	labelled extract_0-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_0-27	Ellipsis	raw spectral data file_0-29	raw spectral data file_0-29
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-30	lipids	labelling	Ellipsis	labelled extract_0-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_0-33	Ellipsis	raw spectral data file_0-35	raw spectral data file_0-35
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-13	Ellipsis	raw spectral data file_1-15	raw spectral data file_1-15
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-42	Ellipsis	raw spectral data file_1-44	raw spectral data file_1-44
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-56	Ellipsis	raw spectral data file_1-58	raw spectral data file_1-58
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-10	Ellipsis	raw spectral data file_1-12	raw spectral data file_1-12
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-39	Ellipsis	raw spectral data file_1-41	raw spectral data file_1-41
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-24	Ellipsis	raw spectral data file_1-26	raw spectral data file_1-26
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-21	Ellipsis	raw spectral data file_1-23	raw spectral data file_1-23
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-50	Ellipsis	raw spectral data file_1-52	raw spectral data file_1-52
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-33	Ellipsis	raw spectral data file_1-35	raw spectral data file_1-35
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-53	Ellipsis	raw spectral data file_1-55	raw spectral data file_1-55
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-18	Ellipsis	raw spectral data file_1-20	raw spectral data file_1-20
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-7	Ellipsis	raw spectral data file_1-9	raw spectral data file_1-9
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-47	Ellipsis	raw spectral data file_1-49	raw spectral data file_1-49
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-4	Ellipsis	raw spectral data file_1-6	raw spectral data file_1-6
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-36	Ellipsis	raw spectral data file_1-38	raw spectral data file_1-38
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-27	Ellipsis	raw spectral data file_1-29	raw spectral data file_1-29
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-33	Ellipsis	raw spectral data file_2-35	raw spectral data file_2-35
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-53	Ellipsis	raw spectral data file_2-55	raw spectral data file_2-55
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-50	Ellipsis	raw spectral data file_2-52	raw spectral data file_2-52
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-47	Ellipsis	raw spectral data file_2-49	raw spectral data file_2-49
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-21	Ellipsis	raw spectral data file_2-23	raw spectral data file_2-23
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-36	Ellipsis	raw spectral data file_2-38	raw spectral data file_2-38
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-13	Ellipsis	raw spectral data file_2-15	raw spectral data file_2-15
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-10	Ellipsis	raw spectral data file_2-12	raw spectral data file_2-12
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-56	Ellipsis	raw spectral data file_2-58	raw spectral data file_2-58
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-24	Ellipsis	raw spectral data file_2-26	raw spectral data file_2-26
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-42	Ellipsis	raw spectral data file_2-44	raw spectral data file_2-44
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-27	Ellipsis	raw spectral data file_2-29	raw spectral data file_2-29
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-18	Ellipsis	raw spectral data file_2-20	raw spectral data file_2-20
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-7	Ellipsis	raw spectral data file_2-9	raw spectral data file_2-9
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-30	lipids	labelling	Ellipsis	labelled extract_2-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_2-39	Ellipsis	raw spectral data file_2-41	raw spectral data file_2-41
GRP-treatment.SBJ-009.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	polar fraction	labelling	Ellipsis	labelled extract_2-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_2-4	Ellipsis	raw spectral data file_2-6	raw spectral data file_2-6
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-7	Ellipsis	raw spectral data file_27-9	raw spectral data file_27-9
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-18	Ellipsis	raw spectral data file_27-20	raw spectral data file_27-20
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-10	Ellipsis	raw spectral data file_27-12	raw spectral data file_27-12
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-53	Ellipsis	raw spectral data file_27-55	raw spectral data file_27-55
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-39	Ellipsis	raw spectral data file_27-41	raw spectral data file_27-41
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-47	Ellipsis	raw spectral data file_27-49	raw spectral data file_27-49
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-42	Ellipsis	raw spectral data file_27-44	raw spectral data file_27-44
