Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Label	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Spectral Data File
GRP4_SBJ2_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S83-Extract-R1	polar fraction	labeling	Unknown	AT0-S83-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S83-mass-spectrometry-Acquisition-R4	Unknown	AT0-S83-raw-spectral-data-file-R4
GRP4_SBJ2_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S88-Extract-R1	polar fraction	labeling	Unknown	AT0-S88-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S88-mass-spectrometry-Acquisition-R3	Unknown	AT0-S88-raw-spectral-data-file-R3
GRP4_SBJ2_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S88-Extract-R1	polar fraction	labeling	Unknown	AT0-S88-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S88-mass-spectrometry-Acquisition-R1	Unknown	AT0-S88-raw-spectral-data-file-R1
GRP4_SBJ2_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S88-Extract-R1	polar fraction	labeling	Unknown	AT0-S88-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S88-mass-spectrometry-Acquisition-R4	Unknown	AT0-S88-raw-spectral-data-file-R4
GRP4_SBJ2_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S88-Extract-R1	polar fraction	labeling	Unknown	AT0-S88-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S88-mass-spectrometry-Acquisition-R2	Unknown	AT0-S88-raw-spectral-data-file-R2
GRP4_SBJ2_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S93-Extract-R1	polar fraction	labeling	Unknown	AT0-S93-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S93-mass-spectrometry-Acquisition-R2	Unknown	AT0-S93-raw-spectral-data-file-R2
GRP4_SBJ2_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S93-Extract-R1	polar fraction	labeling	Unknown	AT0-S93-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S93-mass-spectrometry-Acquisition-R1	Unknown	AT0-S93-raw-spectral-data-file-R1
GRP4_SBJ2_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S93-Extract-R1	polar fraction	labeling	Unknown	AT0-S93-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S93-mass-spectrometry-Acquisition-R4	Unknown	AT0-S93-raw-spectral-data-file-R4
GRP4_SBJ2_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S93-Extract-R1	polar fraction	labeling	Unknown	AT0-S93-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S93-mass-spectrometry-Acquisition-R3	Unknown	AT0-S93-raw-spectral-data-file-R3
GRP4_SBJ2_A2E5_SMP-blood-1	extraction	Unknown	AT0-S98-Extract-R1	polar fraction	labeling	Unknown	AT0-S98-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S98-mass-spectrometry-Acquisition-R3	Unknown	AT0-S98-raw-spectral-data-file-R3
GRP4_SBJ2_A2E5_SMP-blood-1	extraction	Unknown	AT0-S98-Extract-R1	polar fraction	labeling	Unknown	AT0-S98-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S98-mass-spectrometry-Acquisition-R4	Unknown	AT0-S98-raw-spectral-data-file-R4
GRP4_SBJ2_A2E5_SMP-blood-1	extraction	Unknown	AT0-S98-Extract-R1	polar fraction	labeling	Unknown	AT0-S98-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S98-mass-spectrometry-Acquisition-R1	Unknown	AT0-S98-raw-spectral-data-file-R1
GRP4_SBJ2_A2E5_SMP-blood-1	extraction	Unknown	AT0-S98-Extract-R1	polar fraction	labeling	Unknown	AT0-S98-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S98-mass-spectrometry-Acquisition-R2	Unknown	AT0-S98-raw-spectral-data-file-R2
GRP4_SBJ2_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S103-Extract-R1	polar fraction	labeling	Unknown	AT0-S103-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S103-mass-spectrometry-Acquisition-R2	Unknown	AT0-S103-raw-spectral-data-file-R2
GRP4_SBJ2_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S103-Extract-R1	polar fraction	labeling	Unknown	AT0-S103-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S103-mass-spectrometry-Acquisition-R4	Unknown	AT0-S103-raw-spectral-data-file-R4
GRP4_SBJ2_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S103-Extract-R1	polar fraction	labeling	Unknown	AT0-S103-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S103-mass-spectrometry-Acquisition-R1	Unknown	AT0-S103-raw-spectral-data-file-R1
GRP4_SBJ2_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S103-Extract-R1	polar fraction	labeling	Unknown	AT0-S103-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S103-mass-spectrometry-Acquisition-R3	Unknown	AT0-S103-raw-spectral-data-file-R3
GRP4_SBJ3_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S84-Extract-R1	polar fraction	labeling	Unknown	AT0-S84-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S84-mass-spectrometry-Acquisition-R4	Unknown	AT0-S84-raw-spectral-data-file-R4
GRP4_SBJ3_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S84-Extract-R1	polar fraction	labeling	Unknown	AT0-S84-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S84-mass-spectrometry-Acquisition-R3	Unknown	AT0-S84-raw-spectral-data-file-R3
GRP4_SBJ3_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S84-Extract-R1	polar fraction	labeling	Unknown	AT0-S84-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S84-mass-spectrometry-Acquisition-R1	Unknown	AT0-S84-raw-spectral-data-file-R1
GRP4_SBJ3_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S84-Extract-R1	polar fraction	labeling	Unknown	AT0-S84-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S84-mass-spectrometry-Acquisition-R2	Unknown	AT0-S84-raw-spectral-data-file-R2
GRP4_SBJ3_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S89-Extract-R1	polar fraction	labeling	Unknown	AT0-S89-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S89-mass-spectrometry-Acquisition-R2	Unknown	AT0-S89-raw-spectral-data-file-R2
GRP4_SBJ3_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S89-Extract-R1	polar fraction	labeling	Unknown	AT0-S89-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S89-mass-spectrometry-Acquisition-R1	Unknown	AT0-S89-raw-spectral-data-file-R1
GRP4_SBJ3_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S89-Extract-R1	polar fraction	labeling	Unknown	AT0-S89-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S89-mass-spectrometry-Acquisition-R3	Unknown	AT0-S89-raw-spectral-data-file-R3
GRP4_SBJ3_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S89-Extract-R1	polar fraction	labeling	Unknown	AT0-S89-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S89-mass-spectrometry-Acquisition-R4	Unknown	AT0-S89-raw-spectral-data-file-R4
GRP4_SBJ3_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S94-Extract-R1	polar fraction	labeling	Unknown	AT0-S94-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S94-mass-spectrometry-Acquisition-R4	Unknown	AT0-S94-raw-spectral-data-file-R4
GRP4_SBJ3_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S94-Extract-R1	polar fraction	labeling	Unknown	AT0-S94-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S94-mass-spectrometry-Acquisition-R1	Unknown	AT0-S94-raw-spectral-data-file-R1
GRP4_SBJ3_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S94-Extract-R1	polar fraction	labeling	Unknown	AT0-S94-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S94-mass-spectrometry-Acquisition-R3	Unknown	AT0-S94-raw-spectral-data-file-R3
GRP4_SBJ3_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S94-Extract-R1	polar fraction	labeling	Unknown	AT0-S94-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S94-mass-spectrometry-Acquisition-R2	Unknown	AT0-S94-raw-spectral-data-file-R2
GRP4_SBJ3_A2E5_SMP-blood-1	extraction	Unknown	AT0-S99-Extract-R1	polar fraction	labeling	Unknown	AT0-S99-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S99-mass-spectrometry-Acquisition-R3	Unknown	AT0-S99-raw-spectral-data-file-R3
GRP4_SBJ3_A2E5_SMP-blood-1	extraction	Unknown	AT0-S99-Extract-R1	polar fraction	labeling	Unknown	AT0-S99-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S99-mass-spectrometry-Acquisition-R1	Unknown	AT0-S99-raw-spectral-data-file-R1
GRP4_SBJ3_A2E5_SMP-blood-1	extraction	Unknown	AT0-S99-Extract-R1	polar fraction	labeling	Unknown	AT0-S99-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S99-mass-spectrometry-Acquisition-R2	Unknown	AT0-S99-raw-spectral-data-file-R2
GRP4_SBJ3_A2E5_SMP-blood-1	extraction	Unknown	AT0-S99-Extract-R1	polar fraction	labeling	Unknown	AT0-S99-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S99-mass-spectrometry-Acquisition-R4	Unknown	AT0-S99-raw-spectral-data-file-R4
GRP4_SBJ3_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S104-Extract-R1	polar fraction	labeling	Unknown	AT0-S104-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S104-mass-spectrometry-Acquisition-R4	Unknown	AT0-S104-raw-spectral-data-file-R4
GRP4_SBJ3_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S104-Extract-R1	polar fraction	labeling	Unknown	AT0-S104-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S104-mass-spectrometry-Acquisition-R3	Unknown	AT0-S104-raw-spectral-data-file-R3
GRP4_SBJ3_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S104-Extract-R1	polar fraction	labeling	Unknown	AT0-S104-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S104-mass-spectrometry-Acquisition-R1	Unknown	AT0-S104-raw-spectral-data-file-R1
GRP4_SBJ3_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S104-Extract-R1	polar fraction	labeling	Unknown	AT0-S104-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S104-mass-spectrometry-Acquisition-R2	Unknown	AT0-S104-raw-spectral-data-file-R2
GRP4_SBJ4_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S82-Extract-R1	polar fraction	labeling	Unknown	AT0-S82-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S82-mass-spectrometry-Acquisition-R4	Unknown	AT0-S82-raw-spectral-data-file-R4
GRP4_SBJ4_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S82-Extract-R1	polar fraction	labeling	Unknown	AT0-S82-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S82-mass-spectrometry-Acquisition-R3	Unknown	AT0-S82-raw-spectral-data-file-R3
GRP4_SBJ4_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S82-Extract-R1	polar fraction	labeling	Unknown	AT0-S82-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S82-mass-spectrometry-Acquisition-R2	Unknown	AT0-S82-raw-spectral-data-file-R2
GRP4_SBJ4_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S82-Extract-R1	polar fraction	labeling	Unknown	AT0-S82-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S82-mass-spectrometry-Acquisition-R1	Unknown	AT0-S82-raw-spectral-data-file-R1
GRP4_SBJ4_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S87-Extract-R1	polar fraction	labeling	Unknown	AT0-S87-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S87-mass-spectrometry-Acquisition-R4	Unknown	AT0-S87-raw-spectral-data-file-R4
GRP4_SBJ4_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S87-Extract-R1	polar fraction	labeling	Unknown	AT0-S87-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S87-mass-spectrometry-Acquisition-R1	Unknown	AT0-S87-raw-spectral-data-file-R1
GRP4_SBJ4_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S87-Extract-R1	polar fraction	labeling	Unknown	AT0-S87-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S87-mass-spectrometry-Acquisition-R3	Unknown	AT0-S87-raw-spectral-data-file-R3
GRP4_SBJ4_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S87-Extract-R1	polar fraction	labeling	Unknown	AT0-S87-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S87-mass-spectrometry-Acquisition-R2	Unknown	AT0-S87-raw-spectral-data-file-R2
GRP4_SBJ4_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S92-Extract-R1	polar fraction	labeling	Unknown	AT0-S92-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S92-mass-spectrometry-Acquisition-R2	Unknown	AT0-S92-raw-spectral-data-file-R2
GRP4_SBJ4_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S92-Extract-R1	polar fraction	labeling	Unknown	AT0-S92-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S92-mass-spectrometry-Acquisition-R3	Unknown	AT0-S92-raw-spectral-data-file-R3
GRP4_SBJ4_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S92-Extract-R1	polar fraction	labeling	Unknown	AT0-S92-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S92-mass-spectrometry-Acquisition-R1	Unknown	AT0-S92-raw-spectral-data-file-R1
GRP4_SBJ4_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S92-Extract-R1	polar fraction	labeling	Unknown	AT0-S92-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S92-mass-spectrometry-Acquisition-R4	Unknown	AT0-S92-raw-spectral-data-file-R4
GRP4_SBJ4_A2E5_SMP-blood-1	extraction	Unknown	AT0-S97-Extract-R1	polar fraction	labeling	Unknown	AT0-S97-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S97-mass-spectrometry-Acquisition-R2	Unknown	AT0-S97-raw-spectral-data-file-R2
GRP4_SBJ4_A2E5_SMP-blood-1	extraction	Unknown	AT0-S97-Extract-R1	polar fraction	labeling	Unknown	AT0-S97-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S97-mass-spectrometry-Acquisition-R1	Unknown	AT0-S97-raw-spectral-data-file-R1
GRP4_SBJ4_A2E5_SMP-blood-1	extraction	Unknown	AT0-S97-Extract-R1	polar fraction	labeling	Unknown	AT0-S97-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S97-mass-spectrometry-Acquisition-R3	Unknown	AT0-S97-raw-spectral-data-file-R3
GRP4_SBJ4_A2E5_SMP-blood-1	extraction	Unknown	AT0-S97-Extract-R1	polar fraction	labeling	Unknown	AT0-S97-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S97-mass-spectrometry-Acquisition-R4	Unknown	AT0-S97-raw-spectral-data-file-R4
GRP4_SBJ4_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S102-Extract-R1	polar fraction	labeling	Unknown	AT0-S102-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S102-mass-spectrometry-Acquisition-R3	Unknown	AT0-S102-raw-spectral-data-file-R3
GRP4_SBJ4_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S102-Extract-R1	polar fraction	labeling	Unknown	AT0-S102-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S102-mass-spectrometry-Acquisition-R4	Unknown	AT0-S102-raw-spectral-data-file-R4
GRP4_SBJ4_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S102-Extract-R1	polar fraction	labeling	Unknown	AT0-S102-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S102-mass-spectrometry-Acquisition-R1	Unknown	AT0-S102-raw-spectral-data-file-R1
GRP4_SBJ4_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S102-Extract-R1	polar fraction	labeling	Unknown	AT0-S102-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S102-mass-spectrometry-Acquisition-R2	Unknown	AT0-S102-raw-spectral-data-file-R2
GRP4_SBJ5_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S85-Extract-R1	polar fraction	labeling	Unknown	AT0-S85-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S85-mass-spectrometry-Acquisition-R1	Unknown	AT0-S85-raw-spectral-data-file-R1
GRP4_SBJ5_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S85-Extract-R1	polar fraction	labeling	Unknown	AT0-S85-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S85-mass-spectrometry-Acquisition-R3	Unknown	AT0-S85-raw-spectral-data-file-R3
GRP4_SBJ5_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S85-Extract-R1	polar fraction	labeling	Unknown	AT0-S85-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S85-mass-spectrometry-Acquisition-R4	Unknown	AT0-S85-raw-spectral-data-file-R4
GRP4_SBJ5_A2E0_SMP-saliva-1	extraction	Unknown	AT0-S85-Extract-R1	polar fraction	labeling	Unknown	AT0-S85-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S85-mass-spectrometry-Acquisition-R2	Unknown	AT0-S85-raw-spectral-data-file-R2
GRP4_SBJ5_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S90-Extract-R1	polar fraction	labeling	Unknown	AT0-S90-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S90-mass-spectrometry-Acquisition-R4	Unknown	AT0-S90-raw-spectral-data-file-R4
GRP4_SBJ5_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S90-Extract-R1	polar fraction	labeling	Unknown	AT0-S90-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S90-mass-spectrometry-Acquisition-R2	Unknown	AT0-S90-raw-spectral-data-file-R2
GRP4_SBJ5_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S90-Extract-R1	polar fraction	labeling	Unknown	AT0-S90-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S90-mass-spectrometry-Acquisition-R3	Unknown	AT0-S90-raw-spectral-data-file-R3
GRP4_SBJ5_A2E2_SMP-saliva-1	extraction	Unknown	AT0-S90-Extract-R1	polar fraction	labeling	Unknown	AT0-S90-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S90-mass-spectrometry-Acquisition-R1	Unknown	AT0-S90-raw-spectral-data-file-R1
GRP4_SBJ5_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S95-Extract-R1	polar fraction	labeling	Unknown	AT0-S95-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S95-mass-spectrometry-Acquisition-R1	Unknown	AT0-S95-raw-spectral-data-file-R1
GRP4_SBJ5_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S95-Extract-R1	polar fraction	labeling	Unknown	AT0-S95-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S95-mass-spectrometry-Acquisition-R3	Unknown	AT0-S95-raw-spectral-data-file-R3
GRP4_SBJ5_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S95-Extract-R1	polar fraction	labeling	Unknown	AT0-S95-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S95-mass-spectrometry-Acquisition-R4	Unknown	AT0-S95-raw-spectral-data-file-R4
GRP4_SBJ5_A2E4_SMP-saliva-1	extraction	Unknown	AT0-S95-Extract-R1	polar fraction	labeling	Unknown	AT0-S95-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S95-mass-spectrometry-Acquisition-R2	Unknown	AT0-S95-raw-spectral-data-file-R2
GRP4_SBJ5_A2E5_SMP-blood-1	extraction	Unknown	AT0-S100-Extract-R1	polar fraction	labeling	Unknown	AT0-S100-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S100-mass-spectrometry-Acquisition-R2	Unknown	AT0-S100-raw-spectral-data-file-R2
GRP4_SBJ5_A2E5_SMP-blood-1	extraction	Unknown	AT0-S100-Extract-R1	polar fraction	labeling	Unknown	AT0-S100-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S100-mass-spectrometry-Acquisition-R4	Unknown	AT0-S100-raw-spectral-data-file-R4
GRP4_SBJ5_A2E5_SMP-blood-1	extraction	Unknown	AT0-S100-Extract-R1	polar fraction	labeling	Unknown	AT0-S100-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S100-mass-spectrometry-Acquisition-R3	Unknown	AT0-S100-raw-spectral-data-file-R3
GRP4_SBJ5_A2E5_SMP-blood-1	extraction	Unknown	AT0-S100-Extract-R1	polar fraction	labeling	Unknown	AT0-S100-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S100-mass-spectrometry-Acquisition-R1	Unknown	AT0-S100-raw-spectral-data-file-R1
GRP4_SBJ5_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S105-Extract-R1	polar fraction	labeling	Unknown	AT0-S105-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S105-mass-spectrometry-Acquisition-R3	Unknown	AT0-S105-raw-spectral-data-file-R3
GRP4_SBJ5_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S105-Extract-R1	polar fraction	labeling	Unknown	AT0-S105-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S105-mass-spectrometry-Acquisition-R4	Unknown	AT0-S105-raw-spectral-data-file-R4
GRP4_SBJ5_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S105-Extract-R1	polar fraction	labeling	Unknown	AT0-S105-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S105-mass-spectrometry-Acquisition-R1	Unknown	AT0-S105-raw-spectral-data-file-R1
GRP4_SBJ5_A2E5_SMP-saliva-1	extraction	Unknown	AT0-S105-Extract-R1	polar fraction	labeling	Unknown	AT0-S105-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S105-mass-spectrometry-Acquisition-R2	Unknown	AT0-S105-raw-spectral-data-file-R2
